Appliance,Voltage (V),Power Consumption (W),Daily Usage (hrs),Monthly Usage (%),Daily Energy Consumption (Wh)
Laptop/Computer,230,-0.7566556598336998,-0.012898885948191479,2.89,0.009760015058248462
Iron,230,0.18116921291593382,-0.7588994095962618,2.25,-0.13748920871892162
Fan,230,-0.9120002583929654,0.25130963284383345,17.07,-0.22919445009021738
Air Conditioner,230,1.7413244713142428,0.39966200970566573,46.28,0.6959412377551062
Refrigerator,230,-0.7842520775393839,2.6051673457182374,8.68,-2.04310790321729
LED Bulb,230,-0.9880235725489115,-0.042569361320557914,8.71,0.04205953245306308
Television,230,-0.8880984740228266,-0.1838573392842076,4.85,0.16328342245620187
Washing Machine,230,-0.411706105128194,-0.5596833606675158,4.39,0.23042505652548118
Microwave Oven,230,0.27972299048005245,-0.7574865298166253,2.4,-0.21188639736866385
Geyser,230,2.3729821061505065,-0.6472819070049787,8.87,-1.5359883829577905
Laptop/Computer,230,-0.7202533215705962,-0.0524595197780133,2.55,0.03778414336811246
Iron,230,0.44825947002881117,-0.7588994095962618,2.22,-0.340183847150798
Fan,230,-0.9039876640118899,0.06339662215217937,19.33,-0.057309764365593055
Air Conditioner,230,1.0121330497120171,-0.02278904440564687,46.95,-0.023065545014309952
Refrigerator,230,-0.48002282214251174,2.6051673457182374,8.36,-1.2505397814451849
LED Bulb,230,-0.9897008907503246,-0.1895088584027536,8.59,0.1875570859662824
Television,230,-0.8628707016150842,-0.21352781465657403,4.48,0.18424689524705368
Washing Machine,230,-0.2581294906190667,-0.5045810492616923,3.06,0.13024724922195485
Microwave Oven,230,0.652030965038339,-0.7362933331220779,2.66,-0.4800860525468837
Geyser,230,2.3800200426577875,-0.6840167812755276,8.13,-1.6279736489500236
Laptop/Computer,230,-0.5908051560534202,0.02807462766126694,2.33,-0.01658663477655648
Iron,230,0.3384177942984253,-0.7532478904777158,2.43,-0.2549124896554104
Fan,230,-0.9064016422341942,0.10860877510054731,23.61,-0.09844317211218034
Air Conditioner,230,0.7049684874626718,-0.14570958523402214,40.03,-0.10272066591124185
Refrigerator,230,-0.11862874912450198,2.6051673457182374,9.02,-0.3090477434825535
LED Bulb,230,-0.9868222500533047,-0.1513611043525681,9.52,0.14936650556775433
Television,230,-0.8856164964139787,-0.31949379812931133,3.81,0.2829489781252757
Washing Machine,230,-0.30714571508604155,-0.5752250382435172,4.82,0.1766779057067007
Microwave Oven,230,-0.048906711454946045,-0.7588994095962618,2.5,0.037115274448453285
Geyser,230,2.110107811003343,-0.6811910217162545,9.6,-1.4373864957088163
Laptop/Computer,230,-0.8641740231905066,-0.04680800065946731,2.7,0.04045025824739575
Iron,230,1.5415649401107978,-0.7405319724609873,2.53,-1.1415781257769528
Fan,230,-0.867687324828602,0.7557077141740629,16.57,-0.6557180048640304
Air Conditioner,230,0.8819935570983124,-0.12592926831911122,49.39,-0.11106880330756072
Refrigerator,230,-0.1436185236793411,2.6051673457182374,9.57,-0.3741502881296809
LED Bulb,230,-0.9880575722421834,-0.021376164626010406,6.61,0.021120881324225082
Television,230,-0.9130429156533033,-0.09060727382819879,4.92,0.08272832947549587
Washing Machine,230,-0.2556928459345813,-0.6373917485475231,3.33,0.16297651016133521
Microwave Oven,230,0.8029669367033493,-0.7391190926813509,2.93,-0.5934881937093033
Geyser,230,2.0222526035887793,-0.6727137430384356,9.49,-1.3603971183294294
Laptop/Computer,230,-0.7881167093412886,-0.012898885948191479,2.34,0.010165827547657257
Iron,230,0.48597646309842807,-0.7504221309184429,2.69,-0.3646874930145304
Fan,230,-0.9158648901948702,0.26826419019947145,21.32,-0.24569375310025468
Air Conditioner,230,1.06291725822913,-0.13016790765802075,42.73,-0.13835771551728598
Refrigerator,230,-0.42906861515903927,2.6051673457182374,8.67,-1.1177955452848742
LED Bulb,230,-0.9808269708063614,0.3021733049107474,9.3,-0.29637972731415535
Television,230,-0.9100056097210145,-0.15277398413220458,3.79,0.13902518257973542
Washing Machine,230,0.09411866490880465,-0.6119599125140662,4.6,-0.057596849943532806
Microwave Oven,230,-0.047365392026620476,-0.7532478904777158,2.24,0.035677881625701895
Geyser,230,3.713884675869487,-0.6091341529547931,8.24,-2.262253996207546
Laptop/Computer,230,-0.9212141752696476,-0.2092891753176645,2.28,0.19280015503312697
Iron,230,0.3778234388005458,-0.7518350106980793,2.76,-0.2840608891525935
Fan,230,-0.8529881241040548,0.6285485340067781,22.19,-0.5361444349307953
Air Conditioner,230,0.7484087622330566,-0.15983838303038717,48.75,-0.11962444640110527
Refrigerator,230,-0.5487588687071828,2.6051673457182374,8.97,-1.4296086854292342
LED Bulb,230,-0.9900748873763154,-0.1513611043525681,6.49,0.1498588283450236
Television,230,-0.9412059949135189,-0.08071711537074328,3.12,0.07597143287906971
Washing Machine,230,-0.13602525884861896,-0.5300128852951493,3.58,0.07209513991537608
Microwave Oven,230,0.3111840399876414,-0.7617251691555349,2.71,-0.23703671549808886
Geyser,230,1.3608905700639742,-0.651520546343888,9.28,-0.8866481677223257
Laptop/Computer,230,-0.6379627306215315,-0.04115648154092144,2.83,0.0262563013466209
Iron,230,0.34596572620478466,-0.7588994095962618,2.0,-0.26255318535735306
Fan,230,-0.9182108690306306,0.1721883651841897,21.05,-0.15810522843273841
Air Conditioner,230,0.7058864791810128,0.05068070413545091,48.95,0.03577482380458803
Refrigerator,230,-0.24012098641605564,2.6051673457182374,9.86,-0.6255553528327606
LED Bulb,230,-0.9854735955535198,0.02666174788163047,8.8,-0.026274448548651817
Television,230,-0.8955444068493706,-0.2672172462827609,4.36,0.2393049103222173
Washing Machine,230,0.08857671490548658,-0.5596833606675158,3.37,-0.04957491347519116
Microwave Oven,230,0.010876082548127275,-0.7546607702573523,2.09,-0.008207752833152277
Geyser,230,1.9936815280093008,-0.6981455790718925,9.36,-1.3918799448569887
Laptop/Computer,230,-0.5632880709653705,0.04361630523726845,2.12,-0.02456854443973773
Iron,230,0.5566278257174155,-0.7603122893758983,2.23,-0.4232109765015368
Fan,230,-0.9085549561414139,0.24141947438637795,23.16,-0.21934285996279881
Air Conditioner,230,2.2698950361501358,0.3332566600627503,46.45,0.75645763844041
Refrigerator,230,-0.6105816443065696,2.6051673457182374,8.27,-1.5906673616424227
LED Bulb,230,-0.988499568254718,-0.007247366829645487,6.21,0.007164018982088128
Television,230,-0.8559007644943468,-0.08778151426892573,4.21,0.07513226517124495
Washing Machine,230,0.09019736695144662,-0.5257742459562399,3.68,-0.04742345259613512
Microwave Oven,230,0.1901224654775314,-0.7546607702573523,2.88,-0.14347796624050072
Geyser,230,1.471242241193439,-0.6939069397329829,9.12,-1.0209052011924342
Laptop/Computer,230,-0.8259017017974492,-0.12310350875983815,2.27,0.10167139738198752
Iron,230,0.22190084545565816,-0.7532478904777158,2.27,-0.16714634373469614
Fan,230,-0.8993977054201848,0.28521874755510945,19.96,-0.2565250870938844
Air Conditioner,230,0.7271929536313971,0.057745103033633366,41.77,0.0419918320327772
Refrigerator,230,-0.3582019211493298,2.6051673457182374,8.02,-0.9331759481517728
LED Bulb,230,-0.9873435786834737,-0.14570958523402214,6.87,0.14386542333344404
Television,230,-0.8699426378156374,-0.21776645399548356,3.96,0.18944432341658862
Washing Machine,230,0.13227765399095584,-0.5059939290413289,3.04,-0.06693168986725316
Microwave Oven,230,0.1425908942834292,-0.7574865298166253,2.66,-0.10801068169420405
Geyser,230,1.2763786658211462,-0.6543463059031611,9.0,-0.8351936649136724
Laptop/Computer,230,-0.6169282537173223,0.013945829864902018,2.11,-0.008603576465192882
Iron,230,1.4346245715396129,-0.7405319724609873,2.37,-1.0623853637032283
Fan,230,-0.8981170503069436,0.12273757289691223,16.17,-0.11023270693200828
Air Conditioner,230,1.7953953168476386,0.2640255508605619,43.38,0.47403023754317086
Refrigerator,230,-0.3194876037437376,2.6051673457182374,8.56,-0.8323186726349528
LED Bulb,230,-0.9855529281711541,-0.0270276837445564,9.98,0.026637212856131465
Television,230,-0.8812985353684486,-0.18527021906384408,3.1,0.1632783727083574
Washing Machine,230,-0.007687749978324809,-0.5215356066173303,4.67,0.004009435348467997
Microwave Oven,230,0.12818635756723853,-0.7588994095962618,2.42,-0.09728055107607263
Geyser,230,1.4521230803435459,-0.668475103699526,9.36,-0.9707081267171269
Laptop/Computer,230,-0.8415642271646998,-0.1428838256747492,2.16,0.120245916328306
Iron,230,0.6410263976493372,-0.7588994095962618,2.59,-0.48647455471170054
Fan,230,-0.8976977207565903,0.19903308099728306,16.96,-0.17867154316642284
Air Conditioner,230,1.255434854765662,-0.06093679845583236,45.81,-0.07650218071928232
Refrigerator,230,-0.3043804066999279,2.6051673457182374,8.75,-0.7929618962110887
LED Bulb,230,-0.9876722423851019,-0.21070205509730097,7.42,0.20810457123310053
Television,230,-0.8695459747274653,-0.2869975631976719,4.1,0.24955757583512692
Washing Machine,230,0.10488523444490315,-0.5441416830915143,3.14,-0.05707242800229767
Microwave Oven,230,0.7351942147813819,-0.7419448522406239,2.22,-0.545473563054134
Geyser,230,1.6993461833545493,-0.676952382377345,8.31,-1.1503764473057108
Laptop/Computer,230,-0.9074329662634415,-0.1485353447932952,2.8,0.1347858685207429
Iron,230,0.20491233205080375,-0.7617251691555349,2.93,-0.15608688079345362
Fan,230,-0.8992617066470973,0.2640255508605619,17.6,-0.23742806746530887
Air Conditioner,230,0.7130830809235628,-0.062349678235468824,49.34,-0.04446050065074091
Refrigerator,230,-0.164879665205363,2.6051673457182374,9.43,-0.4295391197659672
LED Bulb,230,-0.9889868971916149,-0.06658831757437834,7.67,0.06585497358709431
Television,230,-0.9365593701663606,-0.10897471096347323,3.62,0.10206128666401168
Washing Machine,230,0.45477607790592345,-0.42404690182241206,4.16,-0.19284638685895475
Microwave Oven,230,0.004280142053380551,-0.7574865298166253,2.54,-0.0032421499511374385
Geyser,230,2.2911675109072482,-0.657172065462434,9.58,-1.5056912854633402
Laptop/Computer,230,-0.8620547089765588,0.05915798281326996,2.74,-0.050997417657733704
Iron,230,0.1613813914316938,-0.7560736500369889,2.0,-0.12201621766780878
Fan,230,-0.9060729785325659,0.18914292253982767,22.2,-0.17137729119401604
Air Conditioner,230,1.7605116315506792,0.4137908075020307,40.1,0.7284835296360731
Refrigerator,230,-0.24907423897765332,2.6051673457182374,9.65,-0.648880074044203
LED Bulb,230,-0.9855982610955166,0.0563322232539969,6.57,-0.05552094128278377
Television,230,-0.9154908935688795,-0.13440654699693014,3.05,0.12304796981172716
Washing Machine,230,-0.01848831920769518,-0.5045810492616923,3.06,0.009328855504903935
Microwave Oven,230,0.25439321899249423,-0.7532478904777158,2.48,-0.19162115555793185
Geyser,230,1.267901408965355,-0.6585849452420706,8.79,-0.8350207799957925
Laptop/Computer,230,-0.5745986355938193,-0.12451638853947475,2.97,0.07154694696385207
Iron,230,0.4267943303431581,-0.7588994095962618,2.95,-0.3238939653164546
Fan,230,-0.8730706095966513,0.5861621406176833,20.0,-0.5117609374315588
Air Conditioner,230,1.0562986512722021,-0.05952391867619589,44.31,-0.06287503501610196
Refrigerator,230,-0.4702422437112981,2.6051673457182374,9.33,-1.225059737893951
LED Bulb,230,-0.9878082411581894,-0.13440654699693014,5.01,0.13276789478918308
Television,230,-0.8592440676660825,-0.18527021906384408,3.97,0.15919233664580357
Washing Machine,230,-0.23640368661832903,-0.5950053551584281,4.54,0.1406614595171006
Microwave Oven,230,0.6859739921547757,-0.7419448522406239,2.22,-0.508954872250186
Geyser,230,1.7295152445178061,-0.7037970981904385,9.8,-1.2172278103677585
Laptop/Computer,230,-0.792242005458278,-0.1626641425896601,2.1,0.12886936654138362
Iron,230,0.45787004999366543,-0.7603122893758983,2.82,-0.34812422594734077
Fan,230,-0.9001570319032569,0.23152931592892256,15.7,-0.2084127418251704
Air Conditioner,230,0.8486285247674978,-0.18527021906384408,42.49,-0.15722559268750116
Refrigerator,230,-0.513036524309517,2.6051673457182374,9.75,-1.3365460002919343
LED Bulb,230,-0.9881709045530898,-0.10756183118383676,7.29,0.1062894720163187
Television,230,-0.9405826672035342,-0.24319829002894047,3.61,0.2287480962947595
Washing Machine,230,0.6270865234078623,-0.37883474887404417,3.78,-0.23756216561751495
Microwave Oven,230,0.18426318500367586,-0.7546607702573523,2.44,-0.13905619712494705
Geyser,230,2.1305756263530213,-0.6783652621569816,8.77,-1.4453084933162426
Laptop/Computer,230,-0.6223682046408247,-0.04115648154092144,2.63,0.025614485525956517
Iron,230,1.3984942308226849,-0.7334675735628049,2.92,-1.0257501701230958
Fan,230,-0.8985023801640251,0.15382092804891526,22.78,-0.1382084699709896
Air Conditioner,230,1.173246262896413,-0.19233461796202653,43.94,-0.22565587174955695
Refrigerator,230,0.22710279852625725,3.841437152900172,8.74,0.872401127786367
LED Bulb,230,-0.9893608938176058,0.016771589424174952,7.37,-0.016593154703443636
Television,230,-0.8330076376912741,-0.2290694922325755,4.58,0.19081663659179737
Washing Machine,230,-0.10993616087798869,-0.5427288033118779,4.4,0.05966552103401289
Microwave Oven,230,0.13768360522118647,-0.7617251691555349,2.64,-0.10487706747705215
Geyser,230,2.398685874264055,-0.7094486173089845,8.91,-1.7017443768552263
Laptop/Computer,230,-0.5861811977684431,0.06057086259290643,2.05,-0.035505500784577676
Iron,230,0.2541665543706816,-0.7603122893758983,2.37,-0.19324595483635665
Fan,230,-0.9129749162667595,0.09730573686345532,23.71,-0.08883769696518846
Air Conditioner,230,1.1698236271070428,-0.01713752528710088,49.47,-0.020047881990995015
Refrigerator,230,-0.7694055448106585,2.6051673457182374,9.51,-2.0044302009552775
LED Bulb,230,-0.9857909260240574,-0.18103157972493455,5.96,0.1784592886166412
Television,230,-0.8358409454639316,-0.08071711537074328,4.89,0.06746667002660331
Washing Machine,230,-0.05844929203325659,-0.5088196886006019,4.85,0.02974015057128726
Microwave Oven,230,-0.07474647834158255,-0.7617251691555349,2.2,0.05693627385852249
Geyser,230,1.6145962812588177,-0.6656493441402531,9.4,-1.0747549556712237
Laptop/Computer,230,-0.6226855351113623,0.011120070305628959,2.96,-0.006924306928736538
Iron,230,0.5416226277534213,-0.7560736500369889,2.45,-0.40950659710815457
Fan,230,-0.9175762080895553,0.33043090050347734,24.35,-0.30319553271959787
Air Conditioner,230,2.2054542841688134,0.4123779277223942,41.3,0.9094806673920115
Refrigerator,230,-0.33706544516530484,2.6051673457182374,8.17,-0.8781118911146333
LED Bulb,230,-0.989508225821784,-0.09484591316710832,6.17,0.09385081126443233
Television,230,-0.9321734097342868,-0.23189525179184847,4.15,0.21616658756399837
Washing Machine,230,-0.07372648754342587,-0.5639220000064252,4.26,0.04157598830893751
Microwave Oven,230,0.11998109825762239,-0.7518350106980793,2.02,-0.09020599029208684
Geyser,230,1.6860976362096027,-0.6783652621569816,9.01,-1.143790065009594
Laptop/Computer,230,-0.8171637806265735,-0.038330721981648386,2.4,0.0313224776886699
Iron,230,0.1347142986754414,-0.7603122893758983,2.83,-0.1024249368375934
Fan,230,-0.860762720632227,0.8447191402911621,15.15,-0.7271027453671366
Air Conditioner,230,1.0248036020713411,-0.04398224110019438,47.27,-0.045073159106649385
Refrigerator,230,-0.8562860943514282,2.6051673457182374,9.53,-2.2307685715969465
LED Bulb,230,-0.9866635848180358,-0.000182967931463027,9.79,0.00018052779516405088
Television,230,-0.9057669812931188,-0.17114142126747917,4.77,0.15501424851565856
Washing Machine,230,-0.1639956731802939,-0.5187098470580574,3.5,0.08506617055353342
Microwave Oven,230,0.09215801593012563,-0.7546607702573523,2.6,-0.06954803928721795
Geyser,230,1.702995483765732,-0.6585849452420706,9.49,-1.1215671874233482
Laptop/Computer,230,-0.5629594072637422,-0.19657325730093606,2.44,0.11066276441403804
Iron,230,0.3821187333838945,-0.7518350106980793,2.82,-0.28729024200161685
Fan,230,-0.9044749929487871,0.2866316273347459,19.24,-0.25925113911249364
Air Conditioner,230,2.1622973401756944,0.4476999222133066,43.72,0.9680603509986982
Refrigerator,230,-0.0925396511538716,2.6051673457182374,9.94,-0.24108127737022328
LED Bulb,230,-0.9891342291957932,-0.11321335030238276,8.25,0.11198319998602069
Television,230,-0.8451568614204296,-0.11180047052274629,4.18,0.0944889347723315
Washing Machine,230,-0.35567461061611927,-0.5526189617693333,3.94,0.19655253404639172
Microwave Oven,230,0.2896509009154443,-0.7532478904777158,2.42,-0.21817893008952832
Geyser,230,1.4365965537493828,-0.6826039014958911,9.6,-0.9806264124648804
Laptop/Computer,230,-0.7533123566619639,0.04644206479654138,2.03,-0.03498538128013022
Iron,230,0.49293506698807477,-0.7631380489351713,2.61,-0.37617750527300736
Fan,230,-0.9185281995011683,0.3276051409442043,18.12,-0.3009145602588064
Air Conditioner,230,1.0655919007665187,-0.14147094589511272,48.03,-0.1507502941396105
Refrigerator,230,-0.40784147332628923,2.6051673457182374,8.48,-1.0624952885392642
LED Bulb,230,-0.9867089177423983,-0.058111038896559296,5.94,0.057338680298510435
Television,230,-0.908736287838864,-0.3180809183496748,3.29,0.28905167297346024
Washing Machine,230,-0.1874667947689887,-0.5808765573620632,4.72,0.1088950663651106
Microwave Oven,230,0.214307580624936,-0.7504221309184429,2.83,-0.16082115132454047
Geyser,230,1.9007263666039536,-0.69108118017371,8.29,-1.313556220619948
Laptop/Computer,230,-0.5562954673824517,-0.19233461796202653,2.29,0.10699487619301085
Iron,230,0.533394701981624,-0.7574865298166253,2.41,-0.4040393018266334
Fan,230,-0.901993015339939,0.1877300427601911,21.15,-0.16933118733916044
Air Conditioner,230,0.7625299681719816,-0.09908455250601772,41.74,-0.07555494066874874
Refrigerator,230,0.13290098170094058,4.142380545962746,8.33,0.5505264411373272
LED Bulb,230,-0.9882049042463615,-0.14147094589511272,9.11,0.13980228254192206
Television,230,-0.9216675045132727,-0.11745198964129216,4.01,0.10825168219280851
Washing Machine,230,-0.31740228922306174,-0.5610962404471523,3.48,0.17809323119237963
Microwave Oven,230,-0.023724271971566253,-0.7546607702573523,2.62,0.0179037773598571
Geyser,230,1.3769950914437594,-0.696732699292256,8.8,-0.9593975069737974
Laptop/Computer,230,-0.887962475249739,-0.06093679845583236,2.38,0.05410959039063538
Iron,230,0.5472212439121926,-0.7603122893758983,2.34,-0.4160590367540061
Fan,230,-0.9011883559325043,0.1820785236416451,17.72,-0.16408704537123175
Air Conditioner,230,1.0715645135512806,-0.08354287493001633,42.86,-0.08952158013505843
Refrigerator,230,-0.12927065311860356,2.6051673457182374,8.17,-0.3367716842642554
LED Bulb,230,-0.9877515750027364,-0.1372323065562032,5.78,0.13555142694214806
Television,230,-0.9381800222123207,-0.3449256341627682,4.66,0.3236023391204247
Washing Machine,230,-0.011235051309691999,-0.5639220000064252,3.46,0.006335692604736319
Microwave Oven,230,-0.08112708744560725,-0.7518350106980793,2.26,0.06099418465757214
Geyser,230,1.4326299228676624,-0.7037970981904385,9.39,-1.0082807824950526
Laptop/Computer,230,-0.857181419607588,-0.14147094589511272,2.84,0.121266266235601
Iron,230,0.6449136959134234,-0.7560736500369889,2.12,-0.48760225202810675
Fan,230,-0.8687073156267586,0.8150486649187958,15.86,-0.7080387378067806
Air Conditioner,230,0.8455345526797559,-0.2205922135547565,41.47,-0.1865183386126582
Refrigerator,230,0.2513672462912962,4.210198775385297,9.51,1.0583060725075897
LED Bulb,230,-0.9870035817507548,0.01253295008526555,9.46,-0.012370066624060526
Television,230,-0.8458595217480486,-0.25873996760494195,4.36,0.21885766525542177
Washing Machine,230,0.5613537830822083,-0.4169825029242296,4.84,-0.23407470549560427
Microwave Oven,230,0.644279034972348,-0.7334675735628049,2.92,-0.47255778047855357
Geyser,230,2.189485761562116,-0.6614107048013436,8.39,-1.4481493207073055
Laptop/Computer,230,-0.7765454803977555,0.057745103033633366,2.3,-0.044841698775870714
Iron,230,0.530731392675326,-0.7518350106980793,2.14,-0.3990224422898603
Fan,230,-0.9155022267999701,0.06339662215217937,24.08,-0.05803974875191652
Air Conditioner,230,0.9747447203440286,-0.09343303338747172,42.08,-0.0910733560001654
Refrigerator,230,-0.26037347037501146,2.6051673457182374,9.21,-0.6783164627123147
LED Bulb,230,-0.9894175599730589,-0.11603910986165569,6.95,0.11481113294076509
Television,230,-0.840238239127096,-0.24461116980857694,4.04,0.20553165859077777
Washing Machine,230,-0.13443860649593078,-0.5116454481598749,3.49,0.06878490107059958
Microwave Oven,230,0.8118521898784035,-0.7391190926813509,2.67,-0.6000554539742934
Geyser,230,1.4321652603929467,-0.685429661055164,8.02,-0.9816485490061181
Laptop/Computer,230,-0.5490421994844485,-0.08071711537074328,2.17,0.04431710255919288
Iron,230,0.5540551822598425,-0.7603122893758983,2.97,-0.4212549640645615
Fan,230,-0.9057669812931188,0.14816940893036926,19.4,-0.13420695824684625
Air Conditioner,230,0.9202772117224606,-0.188095978623117,46.11,-0.17310044274348965
Refrigerator,230,-0.6939035592848815,2.6051673457182374,8.65,-1.8077348937266322
LED Bulb,230,-0.9907322147795721,0.054919343474360435,9.0,-0.05441036279459315
Television,230,-0.9011770227014136,-0.16972854148784255,4.76,0.1529554616854673
Washing Machine,230,-0.1363539225502473,-0.6402175081067961,4.22,0.0872961685157064
Microwave Oven,230,1.0069424298725083,-0.7391190926813509,2.43,-0.7442503751497231
Geyser,230,4.0149066268677105,-0.6063083933955201,8.28,-2.4342715865691886
Laptop/Computer,230,-0.734408527202793,-0.04115648154092144,2.91,0.030225670993317053
Iron,230,1.3642338732357104,-0.7419448522406239,2.97,-1.0121862994995232
Fan,230,-0.898162383231306,0.25837403174201595,22.46,-0.23206183611449016
Air Conditioner,230,1.1209207349509744,-0.06658831757437834,45.29,-0.07464022587462106
Refrigerator,230,-0.1830015017192804,2.6051673457182374,9.1,-0.4767495364964692
LED Bulb,230,-0.9899388886032279,-0.03409208264273886,6.94,0.0337490784015223
Television,230,-0.9221435002190791,-0.3449256341627682,3.52,0.31807093160214067
Washing Machine,230,-0.13072130669820417,-0.5851151967009727,4.74,0.0764870230817279
Microwave Oven,230,0.05431635731851203,-0.7588994095962618,2.4,-0.041220651500438375
Geyser,230,3.99294282501407,-0.6006568742769742,8.29,-2.3983885564396226
Laptop/Computer,230,-0.7212393126754809,0.006881430966719559,2.53,-0.0049631585406605845
Iron,230,0.4970943627983361,-0.7574865298166253,2.91,-0.3765422838675182
Fan,230,-0.9048376563436872,0.23435507548819548,19.84,-0.21205329725698668
Air Conditioner,230,1.0171423378540754,0.002642791627810032,48.91,0.0026880952547718735
Refrigerator,230,-0.14368652306588497,2.6051673457182374,9.37,-0.37432743791103384
LED Bulb,230,-0.9863915872718607,-0.012898885948191479,5.02,0.012723352584475293
Television,230,-0.9340093931709688,-0.28841044297730833,4.4,0.2693780628294061
Washing Machine,230,-0.33321214659449055,-0.5780507978027902,4.0,0.19261354717652557
Microwave Oven,230,-0.07185650441347181,-0.7603122893758983,2.13,0.0546333833771561
Geyser,230,1.2721400373932505,-0.7066228577497116,8.86,-0.8989232286806437
Laptop/Computer,230,-0.5744626368207317,0.042203425457631984,2.96,-0.024244291071258466
Iron,230,0.20533166160115696,-0.7574865298166253,2.48,-0.155535967807742
Fan,230,-0.9175082087030115,0.13827925047291373,21.74,-0.12687234740219813
Air Conditioner,230,1.1606550431547233,-0.14994822457293164,46.49,-0.17403816306267011
Refrigerator,230,-0.10004225013586866,2.6051673457182374,8.73,-0.26062680324614096
LED Bulb,230,-0.989632891363781,-0.15418686391184117,8.55,0.1525883919433892
Television,230,-0.9109802675948087,-0.2629786069438514,4.98,0.23956832172541975
Washing Machine,230,-0.3503933249278857,-0.5059939290413289,4.42,0.1772968951901159
Microwave Oven,230,0.2112816079237377,-0.7603122893758983,2.53,-0.16064000302351797
Geyser,230,1.8698773115752587,-0.6670622239198896,8.55,-1.2473245179167363
Laptop/Computer,230,-0.6493186281743428,-0.12451638853947475,2.14,0.0808508105916752
Iron,230,0.6694161415313653,-0.7603122893758983,2.18,-0.5089653191128928
Fan,230,-0.9149128987832573,0.32619226116456784,19.3,-0.2984375072227401
Air Conditioner,230,2.253121854136003,0.23435507548819548,40.07,0.5280305422101459
Refrigerator,230,-0.23330971453058702,2.6051673457182374,8.91,-0.6078108497339291
LED Bulb,230,-0.9797163141594797,0.463241599789308,7.31,-0.45384535271092163
Television,230,-0.8768559087809217,-0.22200509333439297,3.71,0.1946664778697225
Washing Machine,230,0.07317485385332036,-0.5667477595656982,3.68,-0.041471684477916715
Microwave Oven,230,-0.09019367231811125,-0.7574865298166253,2.47,0.06832049185566391
Geyser,230,2.219031495015388,-0.6670622239198896,8.55,-1.4802320840132421
Laptop/Computer,230,-0.5926638059522835,0.011120070305628959,2.79,-0.006590463189791031
Iron,230,0.3577636197701306,-0.7603122893758983,2.94,-0.2720120768028364
Fan,230,-0.9046336581840558,0.10013149642272826,17.25,-0.09058232190833636
Air Conditioner,230,2.0643668903215606,0.31630210270711234,43.55,0.6529635881676524
Refrigerator,230,-0.31076101580395254,2.6051673457182374,8.36,-0.8095844506946863
LED Bulb,230,-0.9861649226500481,-0.1895088584027536,7.88,0.18688698868825043
Television,230,-0.8777512340370814,-0.3152551587904018,4.12,0.27671560466483125
Washing Machine,230,0.015817371303641848,-0.5116454481598749,3.64,-0.008092886029362978
Microwave Oven,230,0.6910059467590155,-0.7405319724609873,2.52,-0.5117119967357258
Geyser,230,1.3137783284202253,-0.6811910217162545,9.95,-0.8949340018452462
Laptop/Computer,230,-0.8056378846074027,0.008294310746356025,2.72,-0.006682210963970715
Iron,230,0.25685253013916104,-0.7518350106980793,2.11,-0.19311072474500487
Fan,230,-0.9133489128927502,0.14110501003218667,22.68,-0.12887810751661832
Air Conditioner,230,1.885335838782878,0.3671657747740263,46.34,0.6922307939559541
Refrigerator,230,-0.6449326677422691,2.6051673457182374,9.96,-1.680157526189109
LED Bulb,230,-0.9901542199939499,0.037964786118722456,9.27,-0.03759099318662077
Television,230,-0.9149695649387104,-0.23330813157148494,4.71,0.213469839640625
Washing Machine,230,-0.38680699642208,-0.6317402294289771,4.42,0.24436154066441834
Microwave Oven,230,0.2763796873083166,-0.7603122893758983,2.61,-0.2101348727943811
Geyser,230,2.217410842969428,-0.7094486173089845,8.19,-1.5731390565506105
Laptop/Computer,230,-0.6656044812515782,-0.0015958477110994938,2.99,0.0010622033879028971
Iron,230,0.30969938671476865,-0.7617251691555349,2.39,-0.23590581773267258
Fan,230,-0.9112409319098932,0.10437013576163778,19.99,-0.09510633977499688
Air Conditioner,230,0.8158301539912145,-0.09484591316710832,47.26,-0.07737815594455934
Refrigerator,230,-0.6482079715274612,2.6051673457182374,9.17,-1.688690240657599
LED Bulb,230,-0.986108256494595,-0.09060727382819879,9.97,0.08934858082045345
Television,230,-0.8961224016349927,-0.24743692936784994,3.46,0.22173377539830574
Washing Machine,230,-0.1728015937377134,-0.5964182349380647,4.67,0.10306202153153156
Microwave Oven,230,0.10443190520127797,-0.7518350106980793,2.37,-0.07851556256422364
Geyser,230,1.5961231145810906,-0.66282358458098,8.94,-1.0579480442391966
Laptop/Computer,230,-0.9035796676926273,-0.1782058201656616,2.76,0.16102315576618062
Iron,230,0.41677575405904105,-0.7603122893758983,2.25,-0.31687972772499584
Fan,230,-0.9172588776190177,0.23152931592892256,16.19,-0.21237232046486246
Air Conditioner,230,1.1195947469133707,-0.21917933377512003,43.83,-0.2453920307265967
Refrigerator,230,0.16089406249479662,3.3652966671626725,8.52,0.5414562522800018
LED Bulb,230,-0.9905622163132126,-0.20787629553802806,6.98,0.20591440402712946
Television,230,-0.7546043450062957,0.2230520372511035,3.74,-0.16831603647218882
Washing Machine,230,0.4961083716934511,-0.40991810402604706,3.55,-0.20336380311602892
Microwave Oven,230,0.3431437516632178,-0.7631380489351713,2.24,-0.261866053148563
Geyser,230,3.615761561086812,-0.6020697540566107,9.11,-2.1769406738108836
